platform,komentar,timestamp,sentimen,komentar_clean,negasi,label
YouTube,Emng sengaja ngincer kesalahan,1 tahun yang lalu,netral,emng sengaja ngincer salah,1,1
YouTube,"Eh towel, gue kasih tau, loe di kasih tau sama org yg awam se awam"" sepak bola. Begini paman yg gue rangkum dr mendengar dr wawancara mereka kenapa mau di naturalisasi, yg di naturalisasi tu mau karena melihat kemajuan sepak bola indonesia yg di tunjukkan oleh pemain lokal yg sudah di latih sty, makanya mereka mau di naturalisasi, kalau tdk ada kemajuannya ogah banget mereka di naturalisasi sama indonesia, merusak pasar mereka doang buang"" waktu dan merusak nama mereka ya. Nah jadi kalau seperti itu ada gx andilnya sty????
Ya ada jawabannya karena dia melatih sepak bola indonesia, menunjukkan kemajuannya jd pemain diaspora itu menujukkan minatnya sampai ke mau merubah warga negara mereka. Paham gx si paman anda sampai sini. Kita tu sama pemain diaspora tu win win solution aja. Mereka mau karena sepak bola indonesia menujukkan kemajuan siapa yg latih ya sty, sekarang saya tanya sebelum sty, ada gx pemain diaspora yg berkarir di luar indonesia mau di naturalisasi??? Kalau saya mungkin main saya kurang jauh tolong kasih tau, belum pernah dengar. Dulu"" yg indonesia naturalisasi tu pemain asing yg berkarir di indonesia bos sama aja bohong.",1 tahun yang lalu,netral,NEGASI towel gue kasih tau loe kasih tau sama org awam awam sepak bola begini paman gue rangkum dengar wawancara mereka kenapa mau naturalisasi naturalisasi mau karena lihat maju sepak bola indonesia tunjuk oleh main lokal sudah latih sty makanya mereka mau naturalisasi kalau tdk ada maju ogah banget mereka naturalisasi sama indonesia rusak pasar mereka doang buang waktu dan rusak nama mereka nah jadi kalau seperti itu ada andil sty ada jawab karena dia latih sepak bola indonesia tunjuk maju main diaspora itu menujukkan minat sampai mau rubah warga negara mereka paham paman anda sampai sini kita sama main diaspora win win solution aja mereka mau karena sepak bola indonesia menujukkan maju siapa latih sty sekarang saya tanya belum sty ada main diaspora berkarir luar indonesia mau naturalisasi kalau saya mungkin main saya kurang jauh tolong kasih tau belum pernah dengar dulu indonesia naturalisasi main asing berkarir indonesia bos sama aja bohong,-1,1
YouTube,"Metro tv mulai ikutan tvone...towel itu sdh g layak,jgn kasih panggung lagi💩💩💩",1 tahun yang lalu,netral,metro mulai ikut tvonetowel itu sdh layakjgn kasih panggung lagi,1,1
YouTube,Gak Jelasss ini bikin kekacauan mental timnas lagi maju2 nya di ributin towel towel,1 tahun yang lalu,netral,NEGASI gak jelasss ini bikin kacau mental timnas lagi maju nya ributin towel towel,-1,1
YouTube,Masih di kasih panggung aja si towel...udah bukan level timnas lagi komentator kaya gini.level tarkam si towelah...bapuk penghancur semanagat kami para suporter  timnas...,1 tahun yang lalu,positif,NEGASI masih kasih panggung aja toweludah bukan level timnas lagi komentator kaya ginilevel tarkam towelahbapuk hancur semanagat kami para suporter timnas,-1,0
YouTube,muak banget si towel lg si towel lg..  ga ada narsum yg lbh kompeten gitu ini metro tv??? badut,1 tahun yang lalu,positif,NEGASI muak banget towel towel ada narsum lbh kompeten gitu ini metro badut,-1,0
YouTube,Towel terlalu ambisius ...TDK obyektif...ketidaksukaan pribadi di bawa ke publik ini SDH salah...permainan sepakbola kita baru mau enak di lihat SDH begini komennya...pdhl penggemar sepakbola baik baik saja😂😂,1 tahun yang lalu,positif,towel terlalu ambisius tdk obyektifketidaksukaan pribadi bawa publik ini sdh salahpermainan sepakbola kita baru mau enak lihat sdh begini komennyapdhl gemar sepakbola baik baik saja,1,0
YouTube,Si towel kocak,1 tahun yang lalu,netral,towel kocak,1,1
YouTube,Hantam mulut bejat towel bikin emosi,1 tahun yang lalu,netral,hantam mulut bejat towel bikin emosi,1,1
YouTube,Toel itu pasukan sakit hati 😂😂😂,1 tahun yang lalu,netral,toel itu pasu sakit hati,1,1
YouTube,"Saya merasa mual dengan media di negara kita ini. Media yg terus undang towel harus di kasih pelajaran bakar dan musnahkan,",1 tahun yang lalu,netral,saya rasa mual dengan media negara kita ini media terus undang towel harus kasih ajar bakar dan musnah,1,1
YouTube,"Stop undang si towel,bukan kritik membangun,cuma cari panggung",1 tahun yang lalu,positif,stop undang towelbukan kritik membanguncuma cari panggung,1,0
YouTube,PRESTASIMU OPO WEL TOWEL?,1 tahun yang lalu,netral,prestasi opo wel towel,1,1
YouTube,Knp bung toel di undang,1 tahun yang lalu,netral,knp bung toel undang,1,1
YouTube,Ada pki indonesia mudah kalah 😂😂😂,1 tahun yang lalu,negatif,ada pki indonesia mudah kalah,1,2
YouTube,Ko msih aja ada TV ngundang mbah towel.. Udh jelas towel gk suka timnas kita maju.,1 tahun yang lalu,positif,msih aja ada ngundang mbah towel udh jelas towel suka timnas kita maju,1,0
YouTube,Memotong pembicaraan orang. Babi towel.,1 tahun yang lalu,netral,potong bicara orang babi towel,1,1
YouTube,Towel itu spa kok ikut trus,1 tahun yang lalu,netral,towel itu spa kok ikut trus,1,1
YouTube,Apa yang di bilang towel turus di ulang wkwkw gak malu kau towel,1 tahun yang lalu,netral,NEGASI apa yang bilang towel turus ulang wkwkw gak malu kau towel,-1,1
YouTube,"Coba sia jdi pelatih wel, di jamin jadi ancur timnas, hadeuh greget aing mh",1 tahun yang lalu,netral,coba sia jdi latih wel jamin jadi ancur timnas hadeuh greget aing,1,1
YouTube,towel bodoh,1 tahun yang lalu,negatif,towel bodoh,1,2
YouTube,Ayo kumpul masa kita ratatan media yg sering undang towel.,1 tahun yang lalu,netral,ayo kumpul masa kita ratatan media sering undang towel,1,1
YouTube,Ini si towel tukang pecah belah.udah jelas2 dia gk suka STY.masih jga di mnta pndapat ny,1 tahun yang lalu,positif,ini towel tukang pecah belahudah jelas dia suka stymasih jga mnta pndapat,1,0
YouTube,"Debat ama orang gila cape 😂
Negara mau maju aja dalam sepak bola dipermasalahkan 
Setiap nonton bung towel selalu personal ujungnya STY.
#boikotbungtowel",1 tahun yang lalu (diedit),netral,debat ama orang gila cape negara mau maju aja dalam sepak bola masalah tiap nonton bung towel selalu personal ujung sty,1,1
YouTube,"Misal STY ganti, ganti Guardiola kalo dia ngga mau pake pemain liga 1 juga tetep kena nyinyir Towel. Karena dia ngga bisa nitip 🤣",1 tahun yang lalu,netral,misal sty ganti ganti guardiola kalo dia ngga mau pake main liga juga tetep kena nyinyir towel karena dia ngga bisa nitip,1,1
YouTube,Semangat bung towel ☺️,1 tahun yang lalu,netral,semangat bung towel,1,1
YouTube,Dibelakang semua itu yang gak suka ke pemimpinan saat ini adalah mafia sepak bola yang gak ada ruang,1 tahun yang lalu,negatif,NEGASI belakang semua itu yang gak suka pimpin saat ini adalah mafia sepak bola yang gak ada ruang,-1,2
YouTube,kalo lokal Sampek kiamat pon tak maju,1 tahun yang lalu,netral,NEGASI kalo lokal sampek kiamat pon tak maju,-1,1
YouTube,Gk usa didengarkan towel. Lnjut naturalisasi fuull yg brkualitas. Biar towel mkin panas,1 tahun yang lalu,netral,usa dengar towel lnjut naturalisasi fuull brkualitas biar towel mkin panas,1,1
YouTube,selama jadi pengurus PSSI prestasi tertinggi dibaned FIFA dan masih berani ngomentari bola itu agak aneh...ibarat sekolah ga naik kelas skrg ngomentari anak sekolah itu lucu😅,1 tahun yang lalu,netral,NEGASI lama jadi urus pssi prestasi tinggi dibaned fifa dan masih berani ngomentari bola itu agak anehibarat sekolah naik kelas skrg ngomentari anak sekolah itu lucu,-1,1
YouTube,Ksih paham 🔥,1 tahun yang lalu,netral,ksih paham,1,1
YouTube,"Media seharusnya tdk usah membahas persoalan seperti ini dalam hal naturalisasi. Saya lebih tertarik membahas tentang kemajuan sepokbola indonesia ke depannya lebih bagus. Pemain keturunan juga  mempunyai hak untuk membela timnas. Yg paling fatal media terus melibatkan towel yg jelas2 merupakan ptofokator. Tdk jelas org ini. Jika towel terus di undang maka bisa di katakan media hanya menginginkan rating dan uang, pernyataan towel seperti ini bisa mulakai hati pemain keturunan. Dan media aktor utamannya dan sekaligus mengadu domba pihak pro dan kontra. Cara mudah bakar dan musnahkan saja media yg sering undang towel. Biar superter dan pemain merasa nyaman",1 tahun yang lalu,positif,media harus tdk usah bahas soal seperti ini dalam hal naturalisasi saya lebih tarik bahas tentang maju sepokbola indonesia depan lebih bagus main turun juga punya hak untuk bela timnas paling fatal media terus libat towel jelas rupa ptofokator tdk jelas org ini jika towel terus undang maka bisa kata media hanya ingin rating dan uang nyata towel seperti ini bisa mulakai hati main turun dan media aktor utamannya dan sekaligus adu domba pihak pro dan kontra cara mudah bakar dan musnah saja media sering undang towel biar superter dan main rasa nyaman,1,0
YouTube,Kenapa komentar2 ini TDK disampaikan kepada towel.biar towel tau kalo dia SAMPAH Dimata pecinta sepakbola tanah air,1 tahun yang lalu,negatif,kenapa komentar ini tdk sampai kepada towelbiar towel tau kalo dia sampah mata cinta sepakbola tanah air,1,2
YouTube,Toel tai di undang mulu,1 tahun yang lalu,netral,toel tai undang mulu,1,1
YouTube,"pakar begok,k2 aneh selalu dipanggil ditv...",1 tahun yang lalu,netral,pakar begokk aneh selalu panggil ditv,1,1
YouTube,Kalau lurus lurus aja siapa yang mau kenal mereka berdua...,1 tahun yang lalu,netral,kalau lurus lurus aja siapa yang mau kenal mereka dua,1,1
YouTube,"4:04 kecerdikan STY, karena STY yg ingin mereka di naturalisasi, dan mereka mau kembali dan dinaturalisasi ke indonesia pasti mempertimbangkan program kedepan indonesia dan mempertimbangkan pelatih STY yg mempunyai background World Cup, coba kalau pelatihnya bukan STY pasti mereka g mau,,",1 tahun yang lalu (diedit),netral,NEGASI cerdik sty karena sty ingin mereka naturalisasi dan mereka mau kembali dan naturalisasi indonesia pasti timbang program depan indonesia dan timbang latih sty punya background world cup coba kalau latih bukan sty pasti mereka mau,-1,1
YouTube,Towel ini sering di undang tv dan podcast karna rating(pendapat tololnya) bukan karna kwalitas dia sebagai pengamat,1 tahun yang lalu,positif,NEGASI towel ini sering undang dan podcast karna ratingpendapat tolol bukan karna kwalitas dia bagai amat,-1,0
YouTube,"Maju terus PSSI ...jangan hiraukan kritikan murahan..,kalau di sepak bola ada towel ,di politik ada gerung ,mereka berdua lagi cari duit ,dengan cara begitu mereka bisa exis",1 tahun yang lalu,netral,maju terus pssi jangan hirau kritik murahankalau sepak bola ada towel politik ada gerung mereka dua lagi cari duit dengan cara begitu mereka bisa exis,1,1
YouTube,Bisa gk c nih c towel di deportasi ke kamboja aja..,1 tahun yang lalu,netral,bisa nih towel deportasi kamboja aja,1,1
YouTube,Ada towel bikin emosi gua nonton,1 tahun yang lalu,netral,ada towel bikin emosi gua nonton,1,1
YouTube,"PERHATIAN!!!!
Jangan sampai kejadian yang menimpa pemain Malaysia Faisal Halim dan Akhyar terjadi di Indonesia...",1 tahun yang lalu,netral,NEGASI perhati jangan sampai jadi yang timpa main malaysia faisal halim dan akhyar jadi indonesia,-1,1
YouTube,Kenapa sikontowel selalu ribut   naturalisasi .prestasi timnas kan udh naik lepelnya dasar kontowel Ortodok.,1 tahun yang lalu,netral,kenapa sikontowel selalu ribut naturalisasi prestasi timnas kan udh naik lepelnya dasar kontowel ortodok,1,1
YouTube,"yaelah.. sok anti warga keturunan di sepakbola, padahal kemarin ada warga keturunan bisa ikut pemilu selow aja.. 🤣",1 tahun yang lalu,netral,yaelah sok anti warga turun sepakbola padahal kemarin ada warga turun bisa ikut milu selow aja,1,1
YouTube,Toel masih ortodok,1 tahun yang lalu,netral,toel masih ortodok,1,1
YouTube,Towel bicaranya basi.masalah yg di uangkapkan itu terus setiap di undang di stasuin tv.manusia bikin rusuh.,1 tahun yang lalu,netral,towel bicara basimasalah uangkapkan itu terus tiap undang stasuin tvmanusia bikin rusuh,1,1
YouTube,Towel2... Prestasi lu buat sepak bola apa wel.. Hadeh..,1 tahun yang lalu,netral,towel prestasi buat sepak bola apa wel hadeh,1,1
YouTube,"Towel banyak menuntuk, sok paling pinter,, towel grombolan local pride, sinisme, ke pribadi STY",1 tahun yang lalu,negatif,towel banyak menuntuk sok paling pinter towel grombolan local pride sinisme pribadi sty,1,2
YouTube,"Orng Indonesia ini gampang dibodohi orng sbdoh towel ngpain di dngar omongan dia,dl aja kinerja dia wktu MSI menjabat anggota PSSI apa sih prestasinya mlhan membela mnjdi 2 kualisi liga smpe ditemukan ada bola gajah dan dpat sangsi dri FIFA pdhal dia salah satunya pngurusnya,inilah orng tongkosong berbunyi nyaring",1 tahun yang lalu,negatif,orng indonesia ini gampang bodoh orng sbdoh towel ngpain dngar omong diadl aja kerja dia wktu msi jabat anggota pssi apa sih prestasi mlhan bela mnjdi alis liga smpe temu ada bola gajah dan dpat sangsi dri fifa pdhal dia salah satu pngurusnyainilah orng tongkosong bunyi nyaring,1,2
YouTube,Kita tunggu saja semoga lolos ke piala dunia,1 tahun yang lalu,netral,kita tunggu saja moga lolos piala dunia,1,1
YouTube,Bscot bung towel sumpel cangcut,1 tahun yang lalu,netral,bscot bung towel sumpel cangcut,1,1
YouTube,Filosofi Towel udah kecebur tenggelam sekalian,1 tahun yang lalu,netral,filosofi towel udah cebur tenggelam sekali,1,1
YouTube,"Nah dengerin tu netijen jangan lagi menyalahkan pemain ya kalau timnas kalah, jadi bahan tu sama si towel.",1 tahun yang lalu,positif,NEGASI nah dengerin netijen jangan lagi salah main kalau timnas kalah jadi bahan sama towel,-1,0
YouTube,"Maju terus pk erik, pertahankan sty, semoga timnas kita thn dpn bisa masuk piala Dunia",1 tahun yang lalu,netral,maju terus erik tahan sty moga timnas kita thn dpn bisa masuk piala dunia,1,1
YouTube,"Pemerintah Sekarang telah mendukung PSSI luar biasa Bang Erik Tohir menjadi Ketua PSSI, bang Towel seperti Oposisi, kecewa berat tdk terlibat dalam kepengurusan PSSI..",1 tahun yang lalu,positif,perintah sekarang telah dukung pssi luar biasa bang erik tohir jadi ketua pssi bang towel seperti oposisi kecewa berat tdk libat dalam urus pssi,1,0
YouTube,"Krn maen nya striker itu buruk, Dedi, Kus, m rafli",1 tahun yang lalu,negatif,krn maen nya striker itu buruk dedi kus rafli,1,2
YouTube,"Mantep Pak ..Hamedan..,towel emang lagi cari pangung cari uang lah kalau dia lurus lurus aja ,entar ga ada job ...",1 tahun yang lalu,netral,NEGASI mantep pak hamedantowel emang lagi cari pangung cari uang lah kalau dia lurus lurus aja entar ada job,-1,1
YouTube,Towel hanya menyoroti kesalahan STY agar diganti pelatih lokal terus pake pemain lokal sudah terlalu lama hasilnya yg gitu gitu aja bahkan rangking kita makin turun kenapa dulu si towel jarang kritik pada pelatih lokal atau pelatih lain dia hanya cari muka agar terkenal yg jelas ini ada dalangnya ga usah di tampilkan komentator kaya gini seharusnya masukan yg positif bukan dicari cari kegagalanya dan kesalahan itu namanya sentimen jangan 2x  dia corong para mafia bola kebanyakan masyarakat bola/ masyarakat  suka cara kerja STY yang membangun fondasi sepakbola dari usia muda,1 tahun yang lalu,netral,NEGASI towel hanya sorot salah sty agar ganti latih lokal terus pake main lokal sudah terlalu lama hasil gitu gitu aja bahkan rangking kita makin turun kenapa dulu towel jarang kritik pada latih lokal atau latih lain dia hanya cari muka agar kenal jelas ini ada dalang usah tampil komentator kaya gin harus masuk positif bukan cari cari kegagalanya dan salah itu nama sentimen jangan dia corong para mafia bola banyak masyarakat bola masyarakat suka cara kerja sty yang bangun fondasi sepakbola dari usia muda,-1,1
YouTube,Et towel towel ngomong apa sih g mutu...,1 tahun yang lalu,netral,towel towel ngomong apa sih mutu,1,1
YouTube,Towel di undang najis,1 tahun yang lalu,netral,towel undang najis,1,1
YouTube,Mati lo toel.. Mantap pak hamdan... 👌👌👌,1 tahun yang lalu,positif,mati toel mantap pak hamdan,1,0
YouTube,"Toell dajal nih . Emang .orang ini yg bikin kisruh.    Nih satu . 
 Monyettt towelll",1 tahun yang lalu,netral,toell dajal nih emang orang ini bikin kisruh nih satu monyettt towelll,1,1
YouTube,Ngedabrus terus towel ini sampah dipakai terus jadi Nara sumber,1 tahun yang lalu,negatif,ngedabrus terus towel ini sampah pakai terus jadi nara sumber,1,2
YouTube,7 0% kami  masyarakat mendukung program naturalasi  lagian mereka punya hak sebagai keturunan memebela timnas',1 tahun yang lalu,positif,kami masyarakat dukung program naturalasi lagi mereka punya hak bagai turun bela timnas,1,0
YouTube,Opo sih towel Iki,1 tahun yang lalu,netral,opo sih towel iki,1,1
YouTube,Kenapa sih towel masih di panggil sbg narasumber gk ada yg lain kah...😂😂😂,1 tahun yang lalu,netral,kenapa sih towel masih panggil sbg narasumber ada lain kah,1,1
YouTube,"Masak GK ada narasumber lain
Kq towelllll terus
GK menarik",1 tahun yang lalu,netral,masak ada narasumber lain towelllll terus tarik,1,1
YouTube,Towel ai kahayang sia teh kmh si sabenerna,1 tahun yang lalu,netral,towel kahayang sia teh kmh sabenerna,1,1
YouTube,Ga ada mutunya lu wel,1 tahun yang lalu,netral,NEGASI ada mutu wel,-1,1
YouTube,towel maunya apa si.. udh pssi situ yang pegang.. biar di nilai hasil kerja towel,1 tahun yang lalu,netral,towel mau apa udh pssi situ yang pegang biar nilai hasil kerja towel,1,1
YouTube,"Komentar bang towel seperti anak kecil, padahal sudah dewasa😂... Masak g lihat kemajuan team indonesia yg dulu dengan skrg... Huffftt",1 tahun yang lalu (diedit),netral,komentar bang towel seperti anak kecil padahal sudah dewasa masak lihat maju team indonesia dulu dengan skrg huffftt,1,1
YouTube,"Surung ngelatih ajah tuh si towel, jngn hanya bisa ngebacot doang.",1 tahun yang lalu,netral,surung ngelatih ajah tuh towel jngn hanya bisa ngebacot doang,1,1
YouTube,KLIHTAN BODOH PENGAMAT TOWEL PENGAMAT ABAL2..,1 tahun yang lalu (diedit),negatif,klihtan bodoh amat towel amat abal,1,2
YouTube,Bung towel asuh tenan iki...,1 tahun yang lalu,netral,bung towel asuh tenan iki,1,1
YouTube,"Siapapun yg mau bela nama baik bangsa kita jgnkan setengah darahnya Indonesia. Monyet-pun bila mau bela Indonesia tetap sy dukung 1000% . Semasih skill dan motivasi lokal preet masih diluar standar maka jgn ngimpi masuk piala dunia. Dengan masuknya Piala Dunia maka Indonesia akan disegani dunia. Tetap PSSI membangun kopetisi lokal yg sehat dan berkualitas di iringi penjaringan minat bakat usia dini dan kompetisi dini usia dini disemua provensi, kalau itu dijalankan budaya sepak bola kita akan jauh lebih baik. Modal kita penduduk yg berlimpah jdi sumber utama pemain tinggal mau serius atau tidak PSSI membinanya. NATURALISASI jangka pendek utk memberi cambuk dan standar pemain utk TIMNAS dan supaya lokal preeettt terpicu utk belajar banyak cara mengolah bola dan fisiknya supaya 90 menit bisa fight. Impeknya negara kita banyak yg tau itu akan dorong priwisata yg melesat tinggi bila masuk olimpiyade bahkan piala dunia. Ekonomi akan jaya. Investasi manusia itu penting bukan sekedar isi perut atau makan geratis. "" ini harapan sy sebagai rakayat Indonesia yg cinta TIMNAS."" Terbanglah Garuda walu sayapmu terluka.",1 tahun yang lalu,negatif,NEGASI siapa mau bela nama baik bangsa kita jgnkan tengah darah indonesia monyet bila mau bela indonesia tetap dukung masih skill dan motivasi lokal preet masih luar standar maka jgn ngimpi masuk piala dunia dengan masuk piala dunia maka indonesia akan segani dunia tetap pssi bangun kopetisi lokal sehat dan kualitas iring jaring minat bakat usia dini dan kompetisi dini usia dini semua provensi kalau itu jalan budaya sepak bola kita akan jauh lebih baik modal kita duduk limpah jdi sumber utama main tinggal mau serius atau tidak pssi bina naturalisasi jangka pendek utk beri cambuk dan standar main utk timnas dan supaya lokal preeettt picu utk ajar banyak cara olah bola dan fisik supaya menit bisa fight impek negara kita banyak tau itu akan dorong priwisata lesat tinggi bila masuk olimpiyade bahkan piala dunia ekonomi akan jaya investasi manusia itu penting bukan dar isi perut atau makan gerat ini harap bagai rakayat indonesia cinta timnas terbang garuda walu sayap luka,-1,2
YouTube,Ga akan maju maju sepakbola indonesia kalo ada sosok manusia sperti si towel yg hanya bisa ngomong doang,1 tahun yang lalu,netral,NEGASI akan maju maju sepakbola indonesia kalo ada sosok manusia sperti towel hanya bisa ngomong doang,-1,1
YouTube,"yg se 7 towel plg gak ada brow,",1 tahun yang lalu,netral,NEGASI towel plg gak ada brow,-1,1
YouTube,"Capek lihat ya,itu itu aja di bahas, bingung lihat ya,😅😅😅",1 tahun yang lalu,netral,capek lihat yaitu itu aja bahas bingung lihat,1,1
YouTube,Asli ra ngerti bola iki towel,1 tahun yang lalu,netral,asli ngerti bola iki towel,1,1
YouTube,Towel hanya menganalisa pelatih sin...inti nya itu aja.. dia ngak ngaca..mengkritik lebih mudah dari pada jadi pelatih...sedikit ada salah dari sin pasti dia jadikan ocehan dan uang dari pekerjaan nya..,1 tahun yang lalu,netral,towel hanya menganalisa latih sininti nya itu aja dia ngak ngacamengkritik lebih mudah dari pada jadi pelatihsedikit ada salah dari sin pasti dia jadi oceh dan uang dari kerja nya,1,1
YouTube,Tetep gak lolos olimpiade,1 tahun yang lalu,netral,NEGASI tetep gak lolos olimpiade,-1,1
YouTube,"Towel oh towel selalu menyerang pribadi STY, memangnya apa sih prestasi towel untuk NKRI, Jangan"" towel ini ada udang dibalik batu ...",1 tahun yang lalu,negatif,towel towel selalu serang pribadi sty memang apa sih prestasi towel untuk nkri jangan towel ini ada udang balik batu,1,2
YouTube,"Towel muka TEMBOK , ngaca saat dia aji mumpung jadi pengurus malah merusak development Youth, ngurus lisensi pelatih..mana hasilnya ? narasinya gak nyambung dengan tema..., ujung nya ke pelatih..kelas tv Metro mengundang narasumber tidak bermutu dan mendidik😮",1 tahun yang lalu (diedit),positif,NEGASI towel muka tembok ngaca saat dia aji mumpung jadi urus malah rusak development youth ngurus lisensi pelatihmana hasil narasi gak nyambung dengan tema ujung nya pelatihkelas metro undang narasumber tidak mutu dan didik,-1,0
YouTube,"Udahlah jgn bahas naturalisasi mulung, nnti klu calon pemain mu naturalisasi pada mikir dlu, udah syukur pada mau diaspora gabung timnas, itu towel malesin, kritik boleh, tapi jgn trus cari cari kesalahan, ga punya etika kmu towel",1 tahun yang lalu,netral,NEGASI udahlah jgn bahas naturalisasi mulung nnti klu calon main naturalisasi pada mikir dlu udah syukur pada mau diaspora gabung timnas itu towel malesin kritik boleh tapi jgn trus cari cari salah punya etika kmu towel,-1,1
YouTube,Towel si mulut nyiyir so pinter,1 tahun yang lalu,netral,towel mulut nyiyir pinter,1,1
YouTube,"Ga ada gunanya debat dg Towel,kualitasnya kaga ada... 😂😂",1 tahun yang lalu,netral,NEGASI ada guna debat towelkualitasnya kaga ada,-1,1
YouTube,Pasukan sakit hati,1 tahun yang lalu,netral,pasu sakit hati,1,1
YouTube,"Towel said : Indonesia ngalahin vietnam karena naturalisasi bukan taktik pelatih 

Disisi berbeda Towel said : 
Di U23 Indonesia tanpa banyak naturalisasi bisa perfom, itu karena pemain lokal yg bagus , dan doi ga bilang keberhasilan taktik pelatih sama sekali 

Wkwkwk towel towel, bilang aja benci pribadi STY, buat gaduh aja.",1 tahun yang lalu,positif,NEGASI towel said indonesia ngalahin vietnam karena naturalisasi bukan taktik latih sisi beda towel said indonesia tanpa banyak naturalisasi bisa perfom itu karena main lokal bagus dan doi bilang hasil taktik latih sama sekali wkwkwk towel towel bilang aja benci pribadi sty buat gaduh aja,-1,0
YouTube,"Kenapa sich sllu meributkan pemain diaspora,,
ributin tu sepak bola lokal kita,,kapan bisa majunya...
ini TIMNAS bru mulai bangkit d ributkan trus..🦅🇮🇩🇮🇩🇮🇩🔥🔥",1 tahun yang lalu,netral,kenapa sich sllu ribut main diaspora ributin sepak bola lokal kitakapan bisa maju ini timnas bru mulai bangkit ribut trus,1,1
YouTube,Nobita towel..,1 tahun yang lalu,netral,nobita towel,1,1
YouTube,"Medianya yg sllu  membakar prokontra,, demi reting, ngak da korelasinya utk kemajuan prestasi olaraga..",1 tahun yang lalu,netral,media sllu bakar prokontra demi reting ngak korelasi utk maju prestasi olaraga,1,1
YouTube,Ne TV kurang kerjaan,1 tahun yang lalu,netral,NEGASI kurang kerja,-1,1
YouTube,Beda kelas s towel sama pk hamdam..kampungan kerdil pemikiran towelll,1 tahun yang lalu,netral,beda kelas towel sama hamdamkampungan kerdil pikir towelll,1,1
YouTube,Masih aja ngundang towel...tv sampah,1 tahun yang lalu,negatif,masih aja ngundang toweltv sampah,1,2
YouTube,Kenapa towel di undang terus kah,1 tahun yang lalu,netral,kenapa towel undang terus kah,1,1
YouTube,"ni acara bener2 ga bermutu!!!  bukan karna medianya, tp krn salah satu komentatornya yg ngomongnya selalu ngawur!!
klo sy jd bung hamdan sy tak akan mau dtg di acara ini, buang2 energi . biar bibir b. hamdan ampe dower jg yg namanya pengamat ngawur itu akan selalu mencari keburukan sty.",1 tahun yang lalu,netral,NEGASI acara bener mutu bukan karna media krn salah satu komentator ngomongnya selalu ngawur klo bung hamdan tak akan mau dtg acara ini buang energi biar bibir hamdan ampe dower nama amat ngawur itu akan selalu cari keburu sty,-1,1
YouTube,Si Towel kalo gak nyinyir gak makan bro....Karena nyinyiran gue ke sty jadi lumayan di undang metro tv dan dapat honor buat beli beras 😅😅😅😅,1 tahun yang lalu,netral,NEGASI towel kalo gak nyinyir gak makan brokarena nyinyir gue sty jadi lumayan undang metro dan dapat honor buat beli beras,-1,1
YouTube,"Diaspora d jalankan sekarang karena g ada young development dari dulu seharusnya sekarang itu saatnya panen jika PSSI lama bisa mendidik pemain lalu waktu towel jd PSSI kmn aja pada tidur ,ngopi d warung ngumpulin duit dari klub ,d saat sekarang PSSI maju malah d protes karena g kebagian untung...",1 tahun yang lalu,netral,diaspora jalan sekarang karena ada young development dari dulu harus sekarang itu saat panen jika pssi lama bisa didik main lalu waktu towel pssi kmn aja pada tidur ngopi warung ngumpulin duit dari klub saat sekarang pssi maju malah protes karena bagi untung,1,1
YouTube,"Diaspora d jalankan sekarang karena g ada young development dari dulu seharusnya sekarang itu saatnya panen jika PSSI lama bisa mendidik pemain lalu waktu towel jd PSSI kmn aja pada tidur ,ngopi d warung ngumpulin duit dari klub ,d saat sekarang PSSI maju malah d protes karena g kebagian untung...",1 tahun yang lalu,netral,diaspora jalan sekarang karena ada young development dari dulu harus sekarang itu saat panen jika pssi lama bisa didik main lalu waktu towel pssi kmn aja pada tidur ngopi warung ngumpulin duit dari klub saat sekarang pssi maju malah protes karena bagi untung,1,1
YouTube,"Tu si handuk ngapain ada trus diTV percuma buat diajak diskusi, kalo udah gak suka tetep ajah gak suka percuma ajah. TV yang masih ngundang handuk itu berarti sama ajah tidak mau liat sepakbola kita berkembang dan maju.",1 tahun yang lalu,negatif,NEGASI handuk ngapain ada trus ditv percuma buat ajak diskusi kalo udah gak suka tetep ajah gak suka percuma ajah yang masih ngundang handuk itu arti sama ajah tidak mau liat sepakbola kita kembang dan maju,-1,2
YouTube,Duri dalam daging  kerbaoowww.,1 tahun yang lalu,netral,duri dalam daging kerbaoo,1,1
YouTube,"Gandeng toel bukan dari dulu koar koarnya , , , banyak bacot towel .",1 tahun yang lalu,netral,NEGASI gandeng toel bukan dari dulu koar koar banyak bacot towel,-1,1
YouTube,Ini pada gak tau awal mula ada istilah lokal prett yah?,1 tahun yang lalu,netral,NEGASI ini pada gak tau awal mula ada istilah lokal prett yah,-1,1
YouTube,Towel pingin Indonesia gitu gitu aja dan itu sudah terlalu lama malah makin turun rangking Timnas dan Timnas bisa diatur kalahnya bukan menangnya,1 tahun yang lalu,netral,NEGASI towel pingin indonesia gitu gitu aja dan itu sudah terlalu lama malah makin turun rangking timnas dan timnas bisa atur kalah bukan menang,-1,1
